SID,BASIN,SUBBASIN,NAME,NATURE,Year,Month,Day,USA_WIND,USA_PRES,Categoría,Zona afectada
1943284N13300,NA,NA,Unnamed,TS,1943,10,15,90,0,Huracan Categoria 2,Zona económica exclusiva
1944230N12301,NA,CS,Unnamed,TS,1944,8,18,90,0,Huracan Categoria 2,Zona económica exclusiva
1989254N13340,NA,NA,Hugo,TS,1989,9,19,90,962,Huracan Categoria 2,Zona económica exclusiva
1989254N13340,NA,NA,Hugo,TS,1989,9,19,90,964,Huracan Categoria 2,Zona económica exclusiva
1989254N13340,NA,NA,Hugo,TS,1989,9,19,90,966,Huracan Categoria 2,Zona económica exclusiva
1989254N13340,NA,NA,Hugo,TS,1989,9,20,90,957,Huracan Categoria 2,Zona económica exclusiva
1998232N15312,NA,NA,Bonnie,TS,1998,8,23,90,962,Huracan Categoria 2,Zona económica exclusiva
1955288N13281,NA,CS,Katie,TS,1955,10,17,91,0,Huracan Categoria 2,Zona económica exclusiva
1935228N11304,NA,NA,Unnamed,TS,1935,8,20,93,0,Huracan Categoria 2,Zona económica exclusiva
1996248N15319,NA,NA,Hortense,TS,1996,9,11,93,971,Huracan Categoria 2,Zona económica exclusiva
2019236N10314,NA,NA,Dorian,TS,2019,8,30,93,975,Huracan Categoria 2,Zona económica exclusiva
1921249N10320,NA,NA,Unnamed,TS,1921,9,12,95,0,Huracan Categoria 2,Zona económica exclusiva
1921249N10320,NA,NA,Unnamed,TS,1921,9,12,95,0,Huracan Categoria 2,Zona económica exclusiva
1921249N10320,NA,NA,Unnamed,TS,1921,9,12,95,0,Huracan Categoria 2,Zona económica exclusiva
1933243N18304,NA,NA,Unnamed,TS,1933,9,2,95,0,Huracan Categoria 2,Zona económica exclusiva
1939285N18298,NA,NA,Unnamed,TS,1939,10,14,95,0,Huracan Categoria 2,Zona económica exclusiva
1963272N09314,NA,NA,Flora,TS,1963,10,9,95,966,Huracan Categoria 2,Zona económica exclusiva
1966233N13340,NA,NA,Faith,TS,1966,8,28,95,962,Huracan Categoria 2,Zona económica exclusiva
1989254N13340,NA,NA,Hugo,TS,1989,9,19,95,961,Huracan Categoria 2,Zona económica exclusiva
1996187N10326,NA,NA,Bertha,TS,1996,7,9,95,966,Huracan Categoria 2,Zona económica exclusiva
2008245N17323,NA,NA,Ike,TS,2008,9,6,95,965,Huracan Categoria 2,Zona económica exclusiva
1933243N18304,NA,NA,Unnamed,TS,1933,9,2,98,0,Huracan Categoria 3,Zona económica exclusiva
1945255N19302,NA,NA,Unnamed,TS,1945,9,13,98,0,Huracan Categoria 3,Zona económica exclusiva
1966233N13340,NA,NA,Faith,TS,1966,8,28,98,960,Huracan Categoria 3,Zona económica exclusiva
1988253N12306,NA,CS,Gilbert,TS,1988,9,11,98,973,Huracan Categoria 3,Zona económica exclusiva
2008245N17323,NA,NA,Ike,TS,2008,9,6,98,965,Huracan Categoria 3,Zona económica exclusiva
1866264N11342,NA,NA,Unnamed,TS,1866,9,30,100,0,Huracan Categoria 3,Zona económica exclusiva
1866264N11342,NA,NA,Unnamed,TS,1866,9,30,100,0,Huracan Categoria 3,Zona económica exclusiva
1933243N18304,NA,NA,Unnamed,TS,1933,9,2,100,0,Huracan Categoria 3,Zona económica exclusiva
1945255N19302,NA,NA,Unnamed,TS,1945,9,13,100,0,Huracan Categoria 3,Zona económica exclusiva
1985260N13336,NA,NA,Gloria,TS,1985,9,24,100,952,Huracan Categoria 3,Zona económica exclusiva
1985260N13336,NA,NA,Gloria,TS,1985,9,24,100,950,Huracan Categoria 3,Zona económica exclusiva
1988253N12306,NA,CS,Gilbert,TS,1988,9,11,100,970,Huracan Categoria 3,Zona económica exclusiva
1995256N12309,NA,NA,Marilyn,TS,1995,9,17,100,949,Huracan Categoria 3,Zona económica exclusiva
1996187N10326,NA,NA,Bertha,TS,1996,7,9,100,963,Huracan Categoria 3,Zona económica exclusiva
1996248N15319,NA,NA,Hortense,TS,1996,9,12,100,967,Huracan Categoria 3,Zona económica exclusiva
2017260N12310,NA,NA,Maria,TS,2017,9,21,100,959,Huracan Categoria 3,Zona económica exclusiva
2022257N16312,NA,NA,Fiona,TS,2022,9,20,100,964,Huracan Categoria 3,Zona económica exclusiva
1944230N12301,NA,CS,Unnamed,TS,1944,8,19,103,0,Huracan Categoria 3,Zona económica exclusiva
1985260N13336,NA,NA,Gloria,TS,1985,9,24,103,943,Huracan Categoria 3,Zona económica exclusiva
2017247N09327,NA,NA,Jose,TS,2017,9,10,103,959,Huracan Categoria 3,Zona económica exclusiva
1893226N10310,NA,NA,Unnamed,TS,1893,8,18,105,0,Huracan Categoria 3,Zona económica exclusiva
1893226N10310,NA,NA,Unnamed,TS,1893,8,18,105,0,Huracan Categoria 3,Zona económica exclusiva
1893228N18340,NA,NA,Unnamed,TS,1893,8,24,105,0,Huracan Categoria 3,Zona económica exclusiva
1893228N18340,NA,NA,Unnamed,TS,1893,8,25,105,0,Huracan Categoria 3,Zona económica exclusiva
1893228N18340,NA,NA,Unnamed,TS,1893,8,25,105,0,Huracan Categoria 3,Zona económica exclusiva
1899246N13322,NA,NA,Unnamed,TS,1899,9,10,105,0,Huracan Categoria 3,Zona económica exclusiva
1899246N13322,NA,NA,Unnamed,TS,1899,9,10,105,0,Huracan Categoria 3,Zona económica exclusiva
1899246N13322,NA,NA,Unnamed,TS,1899,9,10,105,0,Huracan Categoria 3,Zona económica exclusiva
1899246N13322,NA,NA,Unnamed,TS,1899,9,10,105,0,Huracan Categoria 3,Zona económica exclusiva
1899246N13322,NA,NA,Unnamed,TS,1899,9,11,105,0,Huracan Categoria 3,Zona económica exclusiva
1903218N12318,NA,CS,Unnamed,TS,1903,8,10,105,0,Huracan Categoria 3,Zona económica exclusiva
1903218N12318,NA,CS,Unnamed,TS,1903,8,10,105,0,Huracan Categoria 3,Zona económica exclusiva
1906238N14339,NA,NA,Unnamed,TS,1906,9,3,105,0,Huracan Categoria 3,Zona económica exclusiva
1906238N14339,NA,NA,Unnamed,TS,1906,9,4,105,0,Huracan Categoria 3,Zona económica exclusiva
1922256N10313,NA,NA,Unnamed,TS,1922,9,17,105,0,Huracan Categoria 3,Zona económica exclusiva
1922256N10313,NA,NA,Unnamed,TS,1922,9,17,105,0,Huracan Categoria 3,Zona económica exclusiva
1922256N10313,NA,NA,Unnamed,TS,1922,9,18,105,0,Huracan Categoria 3,Zona económica exclusiva
1922256N10313,NA,NA,Unnamed,TS,1922,9,18,105,0,Huracan Categoria 3,Zona económica exclusiva
1922256N10313,NA,NA,Unnamed,TS,1922,9,18,105,0,Huracan Categoria 3,Zona económica exclusiva
1944230N12301,NA,CS,Unnamed,TS,1944,8,19,105,0,Huracan Categoria 3,Zona económica exclusiva
1965239N11310,NA,NA,Betsy,TS,1965,9,2,105,956,Huracan Categoria 3,Zona económica exclusiva
1988253N12306,NA,CS,Gilbert,TS,1988,9,12,105,964,Huracan Categoria 3,Zona económica exclusiva
2008245N17323,NA,NA,Ike,TS,2008,9,6,105,958,Huracan Categoria 3,Zona económica exclusiva
2017247N09327,NA,NA,Jose,TS,2017,9,10,105,956,Huracan Categoria 3,Zona económica exclusiva
1963272N09314,NA,CS,Flora,TS,1963,10,2,108,0,Huracan Categoria 3,Zona económica exclusiva
2010236N12341,NA,NA,Earl,TS,2010,9,1,108,941,Huracan Categoria 3,Zona económica exclusiva
1906238N14339,NA,NA,Unnamed,TS,1906,9,4,110,0,Huracan Categoria 3,Zona económica exclusiva
1906238N14339,NA,NA,Unnamed,TS,1906,9,4,110,0,Huracan Categoria 3,Zona económica exclusiva
1921249N10320,NA,CS,Unnamed,TS,1921,9,11,110,0,Huracan Categoria 3,Zona económica exclusiva
1933234N13335,NA,NA,Unnamed,TS,1933,8,30,110,0,Huracan Categoria 3,Zona económica exclusiva
1955215N15320,NA,NA,Connie,TS,1955,8,7,110,0,Huracan Categoria 3,Zona económica exclusiva
1967249N13303,NA,CS,Beulah,TS,1967,9,10,110,947,Huracan Categoria 3,Zona económica exclusiva
2010236N12341,NA,NA,Earl,TS,2010,9,1,110,940,Huracan Categoria 3,Zona económica exclusiva
2017247N09327,NA,NA,Jose,TS,2017,9,10,110,952,Huracan Categoria 3,Zona económica exclusiva
2017260N12310,NA,NA,Maria,TS,2017,9,22,110,959,Huracan Categoria 3,Zona económica exclusiva
2017260N12310,NA,NA,Maria,TS,2017,9,22,110,959,Huracan Categoria 3,Zona económica exclusiva
1947247N15340,NA,NA,Unnamed,TS,1947,9,13,113,0,Huracan Categoria 4,Zona económica exclusiva
1965239N11310,NA,NA,Betsy,TS,1965,9,2,113,949,Huracan Categoria 4,Zona económica exclusiva
2008245N17323,NA,NA,Ike,TS,2008,9,7,113,947,Huracan Categoria 4,Zona económica exclusiva
2014285N16305,NA,NA,Gonzalo,TS,2014,10,15,113,951,Huracan Categoria 4,Zona económica exclusiva
1906238N14339,NA,NA,Unnamed,TS,1906,9,5,115,0,Huracan Categoria 4,Zona económica exclusiva
1933234N13335,NA,NA,Unnamed,TS,1933,8,30,115,0,Huracan Categoria 4,Zona económica exclusiva
1955215N15320,NA,NA,Connie,TS,1955,8,7,115,952,Huracan Categoria 4,Zona económica exclusiva
1960243N10337,NA,NA,Donna,TS,1960,9,6,115,941,Huracan Categoria 4,Zona económica exclusiva
1963272N09314,NA,CS,Flora,TS,1963,10,3,115,0,Huracan Categoria 4,Zona económica exclusiva
1967249N13303,NA,CS,Beulah,TS,1967,9,10,115,945,Huracan Categoria 4,Zona económica exclusiva
1995241N11333,NA,NA,Luis,TS,1995,9,7,115,940,Huracan Categoria 4,Zona económica exclusiva
1999251N15314,NA,NA,Floyd,TS,1999,9,12,115,940,Huracan Categoria 4,Zona económica exclusiva
2008245N17323,NA,NA,Ike,TS,2008,9,6,115,949,Huracan Categoria 4,Zona económica exclusiva
2010236N12341,NA,NA,Earl,TS,2010,8,31,115,933,Huracan Categoria 4,Zona económica exclusiva
2010236N12341,NA,NA,Earl,TS,2010,8,31,115,938,Huracan Categoria 4,Zona económica exclusiva
2014285N16305,NA,NA,Gonzalo,TS,2014,10,15,115,956,Huracan Categoria 4,Zona económica exclusiva
2014285N16305,NA,NA,Gonzalo,TS,2014,10,15,115,953,Huracan Categoria 4,Zona económica exclusiva
2014285N16305,NA,NA,Gonzalo,TS,2014,10,15,115,949,Huracan Categoria 4,Zona económica exclusiva
1955215N15320,NA,NA,Connie,TS,1955,8,7,118,948,Huracan Categoria 4,Zona económica exclusiva
1965239N11310,NA,NA,Betsy,TS,1965,9,2,118,944,Huracan Categoria 4,Zona económica exclusiva
1926255N15314,NA,NA,Unnamed,TS,1926,9,16,120,0,Huracan Categoria 4,Zona económica exclusiva
1947247N15340,NA,NA,Unnamed,TS,1947,9,14,120,0,Huracan Categoria 4,Zona económica exclusiva
1955215N15320,NA,NA,Connie,TS,1955,8,7,120,0,Huracan Categoria 4,Zona económica exclusiva
1960243N10337,NA,NA,Donna,TS,1960,9,6,120,940,Huracan Categoria 4,Zona económica exclusiva
1960243N10337,NA,NA,Donna,TS,1960,9,6,120,940,Huracan Categoria 4,Zona económica exclusiva
1963272N09314,NA,CS,Flora,TS,1963,10,3,120,0,Huracan Categoria 4,Zona económica exclusiva
1999251N15314,NA,NA,Floyd,TS,1999,9,12,120,936,Huracan Categoria 4,Zona económica exclusiva
2004238N11325,NA,NA,Frances,TS,2004,9,1,120,939,Huracan Categoria 4,Zona económica exclusiva
2004238N11325,NA,NA,Frances,TS,2004,9,1,120,936,Huracan Categoria 4,Zona económica exclusiva
2004238N11325,NA,NA,Frances,TS,2004,9,1,120,939,Huracan Categoria 4,Zona económica exclusiva
2004238N11325,NA,NA,Frances,TS,2004,9,1,120,940,Huracan Categoria 4,Zona económica exclusiva
2007225N12331,NA,CS,Dean,TS,2007,8,19,120,921,Huracan Categoria 4,Zona económica exclusiva
1926255N15314,NA,NA,Unnamed,TS,1926,9,16,123,0,Huracan Categoria 4,Zona económica exclusiva
1960243N10337,NA,NA,Donna,TS,1960,9,6,123,936,Huracan Categoria 4,Zona económica exclusiva
1963272N09314,NA,CS,Flora,TS,1963,10,3,123,0,Huracan Categoria 4,Zona económica exclusiva
1928250N14343,NA,NA,Unnamed,TS,1928,9,14,125,0,Huracan Categoria 4,Zona económica exclusiva
1947247N15340,NA,NA,Unnamed,TS,1947,9,14,125,0,Huracan Categoria 4,Zona económica exclusiva
1960243N10337,NA,NA,Donna,TS,1960,9,7,125,932,Huracan Categoria 4,Zona económica exclusiva
1964234N13316,NA,CS,Cleo,TS,1964,8,23,125,0,Huracan Categoria 4,Zona económica exclusiva
1964234N13316,NA,CS,Cleo,TS,1964,8,24,125,0,Huracan Categoria 4,Zona económica exclusiva
1999251N15314,NA,NA,Floyd,TS,1999,9,13,125,931,Huracan Categoria 4,Zona económica exclusiva
1963272N09314,NA,CS,Flora,TS,1963,10,3,128,0,Huracan Categoria 4,Zona económica exclusiva
2004247N10332,NA,CS,Ivan,TS,2004,9,10,128,927,Huracan Categoria 4,Zona económica exclusiva
1926255N15314,NA,NA,Unnamed,TS,1926,9,16,130,0,Huracan Categoria 4,Zona económica exclusiva
1926255N15314,NA,NA,Unnamed,TS,1926,9,17,130,0,Huracan Categoria 4,Zona económica exclusiva
1963272N09314,NA,CS,Flora,TS,1963,10,3,130,933,Huracan Categoria 4,Zona económica exclusiva
1999251N15314,NA,NA,Floyd,TS,1999,9,13,130,927,Huracan Categoria 4,Zona económica exclusiva
2007225N12331,NA,CS,Dean,TS,2007,8,18,130,930,Huracan Categoria 4,Zona económica exclusiva
2024178N09335,NA,CS,Beryl,TS,2024,7,2,133,945,Huracan Categoria 4,Zona económica exclusiva
1999251N15314,NA,NA,Floyd,TS,1999,9,13,135,922,Huracan Categoria 4,Zona económica exclusiva
2024178N09335,NA,CS,Beryl,TS,2024,7,2,135,943,Huracan Categoria 4,Zona económica exclusiva
1966265N10325,NA,CS,Inez,TS,1966,9,29,140,928,Huracan Categoria 5,Zona económica exclusiva
1966265N10325,NA,CS,Inez,TS,1966,9,29,140,0,Huracan Categoria 5,Zona económica exclusiva
2024178N09335,NA,CS,Beryl,TS,2024,7,2,140,939,Huracan Categoria 5,Zona económica exclusiva
1979238N12324,NA,CS,David,TS,1979,8,31,145,928,Huracan Categoria 5,Zona económica exclusiva
1980214N11330,NA,CS,Allen,TS,1980,8,5,145,916,Huracan Categoria 5,Zona económica exclusiva
2017242N16333,NA,NA,Irma,TS,2017,9,7,145,921,Huracan Categoria 5,Zona económica exclusiva
1980214N11330,NA,CS,Allen,TS,1980,8,5,150,940,Huracan Categoria 5,Zona económica exclusiva
1980214N11330,NA,CS,Allen,TS,1980,8,5,155,932,Huracan Categoria 5,Zona económica exclusiva
1876231N14303,NA,NA,Unnamed,TS,1876,8,21,0,0,Depresión tropical,Zona terrestre
1878329N17310,NA,NA,Unnamed,TS,1878,12,2,0,0,Depresión tropical,Zona terrestre
1887280N18289,NA,NA,Unnamed,TS,1887,10,7,0,0,Depresión tropical,Zona terrestre
1910235N15298,NA,NA,Unnamed,TS,1910,8,24,35,0,Tormenta tropical,Zona terrestre
2023232N13300,NA,CS,Franklin,TS,2023,8,23,40,1005,Tormenta tropical,Zona terrestre
2003339N13284,NA,NA,Odette,TS,2003,12,7,45,997,Tormenta tropical,Zona terrestre
2020233N14313,NA,NA,Laura,TS,2020,8,23,45,1004,Tormenta tropical,Zona terrestre
1958257N17293,NA,CS,Gerda,TS,1958,9,14,50,1004,Tormenta tropical,Zona terrestre
1867300N19310,NA,NA,Unnamed,TS,1867,10,30,60,0,Tormenta tropical,Zona terrestre
1955288N13281,NA,NA,Katie,TS,1955,10,17,73,0,Huracan Categoria 1,Zona terrestre
1886224N11303,NA,NA,Unnamed,TS,1886,8,15,80,0,Huracan Categoria 1,Zona terrestre
1932269N17303,NA,NA,Unnamed,TS,1932,9,28,83,0,Huracan Categoria 2,Zona terrestre
1955288N13281,NA,CS,Katie,TS,1955,10,17,95,0,Huracan Categoria 2,Zona terrestre
1966265N10325,NA,CS,Inez,TS,1966,9,29,130,0,Huracan Categoria 4,Zona terrestre
1864283N18290,NA,NA,Unnamed,TS,1864,10,8,0,0,Depresión tropical,Zona terrestre
1867281N14301,NA,NA,Unnamed,TS,1867,10,10,0,0,Depresión tropical,Zona terrestre
1979197N13314,NA,NA,Claudette,TS,1979,7,19,20,1012,Depresión tropical,Zona terrestre
1900297N15296,NA,NA,Unnamed,TS,1900,10,25,30,0,Depresión tropical,Zona terrestre
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,35,0,Tormenta tropical,Zona terrestre
2021222N14301,NA,NA,Fred,TS,2021,8,11,35,1006,Tormenta tropical,Zona terrestre
1900239N15318,NA,NA,Unnamed,TS,1900,9,2,40,0,Tormenta tropical,Zona terrestre
2008229N18293,NA,NA,Fay,TS,2008,8,16,40,1008,Tormenta tropical,Zona terrestre
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,43,0,Tormenta tropical,Zona terrestre
1855236N12304,NA,NA,Unnamed,TS,1855,8,27,50,0,Tormenta tropical,Zona terrestre
1851228N13313,NA,NA,Unnamed,TS,1851,8,19,70,0,Huracan Categoria 1,Zona terrestre
1998259N10335,NA,NA,Georges,TS,1998,9,22,83,975,Huracan Categoria 2,Zona terrestre
1979238N12324,NA,NA,David,TS,1979,9,1,130,953,Huracan Categoria 4,Zona terrestre
1864283N18290,NA,NA,Unnamed,TS,1864,10,8,0,0,Depresión tropical,Zona terrestre
1865282N19289,NA,NA,Unnamed,TS,1865,10,8,0,0,Depresión tropical,Zona terrestre
1865282N19289,NA,NA,Unnamed,TS,1865,10,9,0,0,Depresión tropical,Zona terrestre
1868288N16291,NA,NA,Unnamed,TS,1868,10,14,0,0,Depresión tropical,Zona terrestre
1872280N18291,NA,NA,Unnamed,TS,1872,10,5,0,0,Depresión tropical,Zona terrestre
2024214N18298,NA,NA,Debby,DS,2024,8,1,20,1013,Depresión tropical,Zona terrestre
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,30,0,Depresión tropical,Zona terrestre
1988235N15317,NA,NA,Chris,TS,1988,8,25,30,1008,Depresión tropical,Zona terrestre
1938220N18298,NA,NA,Unnamed,TS,1938,8,9,35,0,Tormenta tropical,Zona terrestre
1985280N18291,NA,NA,Isabel,TS,1985,10,7,38,1006,Tormenta tropical,Zona terrestre
2003339N13284,NA,NA,Odette,TS,2003,12,7,40,1000,Tormenta tropical,Zona terrestre
2007345N18298,NA,NA,Olga,TS,2007,12,12,45,1004,Tormenta tropical,Zona terrestre
1855236N12304,NA,NA,Unnamed,TS,1855,8,27,50,0,Tormenta tropical,Zona terrestre
1963267N11309,NA,NA,Edith,TS,1963,9,27,53,998,Tormenta tropical,Zona terrestre
1876254N15320,NA,NA,Unnamed,TS,1876,9,14,60,0,Tormenta tropical,Zona terrestre
1856235N13302,NA,NA,Unnamed,TS,1856,8,24,0,0,Depresión tropical,Zona terrestre
1861221N13316,NA,NA,Unnamed,TS,1861,8,13,0,0,Depresión tropical,Zona terrestre
1867281N14301,NA,NA,Unnamed,TS,1867,10,10,0,0,Depresión tropical,Zona terrestre
2024214N18298,NA,NA,Debby,DS,2024,8,1,20,1013,Depresión tropical,Zona terrestre
1935135N17292,NA,NA,Unnamed,TS,1935,5,15,30,0,Depresión tropical,Zona terrestre
2008229N18293,NA,NA,Fay,TS,2008,8,15,38,1009,Tormenta tropical,Zona terrestre
1979241N11335,NA,CS,Frederic,TS,1979,9,6,40,1005,Tormenta tropical,Zona terrestre
1852249N17296,NA,NA,Unnamed,TS,1852,9,6,55,0,Tormenta tropical,Zona terrestre
1916234N16300,NA,NA,Unnamed,TS,1916,8,23,60,0,Tormenta tropical,Zona terrestre
2004258N16300,NA,NA,Jeanne,TS,2004,9,16,63,989,Tormenta tropical,Zona terrestre
1998259N10335,NA,NA,Georges,TS,1998,9,22,95,970,Huracan Categoria 2,Zona terrestre
1976278N15321,NA,NA,Unnamed,TS,1976,10,12,20,0,Depresión tropical,Zona terrestre
1979197N13314,NA,NA,Claudette,TS,1979,7,19,20,1012,Depresión tropical,Zona terrestre
1934324N23299,NA,NA,Unnamed,TS,1934,11,29,25,0,Depresión tropical,Zona terrestre
1900297N15296,NA,NA,Unnamed,TS,1900,10,26,30,0,Depresión tropical,Zona terrestre
2021222N14301,NA,NA,Fred,TS,2021,8,11,33,1008,Depresión tropical,Zona terrestre
1901252N18309,NA,NA,Unnamed,TS,1901,9,13,35,0,Tormenta tropical,Zona terrestre
2008229N18293,NA,NA,Fay,TS,2008,8,16,40,1008,Tormenta tropical,Zona terrestre
1855236N12304,NA,NA,Unnamed,TS,1855,8,27,45,0,Tormenta tropical,Zona terrestre
1876254N15320,NA,NA,Unnamed,TS,1876,9,14,55,0,Tormenta tropical,Zona terrestre
1851228N13313,NA,NA,Unnamed,TS,1851,8,19,65,0,Huracan Categoria 1,Zona terrestre
1930241N13317,NA,NA,Unnamed,TS,1930,9,4,70,0,Huracan Categoria 1,Zona terrestre
1883247N14302,NA,NA,Unnamed,TS,1883,9,6,80,0,Huracan Categoria 1,Zona terrestre
1856235N13302,NA,NA,Unnamed,TS,1856,8,24,0,0,Depresión tropical,Zona terrestre
1867281N14301,NA,NA,Unnamed,TS,1867,10,10,0,0,Depresión tropical,Zona terrestre
1878329N17310,NA,NA,Unnamed,TS,1878,12,1,0,0,Depresión tropical,Zona terrestre
1979197N13314,NA,NA,Claudette,TS,1979,7,18,25,1012,Depresión tropical,Zona terrestre
2008229N18293,NA,CS,Fay,TS,2008,8,15,35,1009,Tormenta tropical,Zona terrestre
2008229N18293,NA,NA,Fay,TS,2008,8,15,35,1009,Tormenta tropical,Zona terrestre
1961273N16302,NA,NA,Frances,TS,1961,10,3,45,0,Tormenta tropical,Zona terrestre
1852249N17296,NA,NA,Unnamed,TS,1852,9,6,60,0,Tormenta tropical,Zona terrestre
1931252N15307,NA,NA,Unnamed,TS,1931,9,11,60,0,Tormenta tropical,Zona terrestre
2004258N16300,NA,NA,Jeanne,TS,2004,9,16,65,988,Huracan Categoria 1,Zona terrestre
1876254N15320,NA,NA,Unnamed,TS,1876,9,14,70,0,Huracan Categoria 1,Zona terrestre
2022257N16312,NA,NA,Fiona,TS,2022,9,19,75,980,Huracan Categoria 1,Zona terrestre
2022257N16312,NA,CS,Fiona,TS,2022,9,19,80,976,Huracan Categoria 1,Zona terrestre
1861221N13316,NA,NA,Unnamed,TS,1861,8,14,0,0,Depresión tropical,Zona terrestre
1864283N18290,NA,NA,Unnamed,TS,1864,10,9,0,0,Depresión tropical,Zona terrestre
1919246N16299,NA,NA,Unnamed,TS,1919,9,4,35,0,Tormenta tropical,Zona terrestre
1931244N19299,NA,NA,Unnamed,TS,1931,9,3,38,0,Tormenta tropical,Zona terrestre
2003339N13284,NA,NA,Odette,TS,2003,12,7,40,1002,Tormenta tropical,Zona terrestre
2004258N16300,NA,NA,Jeanne,TS,2004,9,17,53,990,Tormenta tropical,Zona terrestre
2004258N16300,NA,NA,Jeanne,TS,2004,9,17,55,990,Tormenta tropical,Zona terrestre
1896243N14300,NA,NA,Unnamed,TS,1896,9,2,85,0,Huracan Categoria 2,Zona terrestre
1861221N13316,NA,NA,Unnamed,TS,1861,8,14,0,0,Depresión tropical,Zona terrestre
1865282N19289,NA,NA,Unnamed,TS,1865,10,9,0,0,Depresión tropical,Zona terrestre
1865282N19289,NA,NA,Unnamed,TS,1865,10,9,0,0,Depresión tropical,Zona terrestre
1872280N18291,NA,NA,Unnamed,TS,1872,10,6,0,0,Depresión tropical,Zona terrestre
2024214N18298,NA,NA,Debby,DS,2024,8,1,23,1013,Depresión tropical,Zona terrestre
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,30,0,Depresión tropical,Zona terrestre
1934324N23299,NA,NA,Unnamed,TS,1934,11,28,30,0,Depresión tropical,Zona terrestre
1919246N16299,NA,NA,Unnamed,TS,1919,9,4,35,0,Tormenta tropical,Zona terrestre
1979241N11335,NA,NA,Frederic,TS,1979,9,6,35,1005,Tormenta tropical,Zona terrestre
2023232N13300,NA,NA,Franklin,TS,2023,8,23,35,1004,Tormenta tropical,Zona terrestre
1852249N17296,NA,NA,Unnamed,TS,1852,9,6,45,0,Tormenta tropical,Zona terrestre
1955288N13281,NA,NA,Katie,TS,1955,10,17,50,0,Tormenta tropical,Zona terrestre
1975256N18306,NA,NA,Eloise,TS,1975,9,17,55,1000,Tormenta tropical,Zona terrestre
2020211N13306,NA,NA,Isaias,TS,2020,7,30,63,998,Tormenta tropical,Zona terrestre
1934324N23299,NA,NA,Unnamed,TS,1934,11,29,25,0,Depresión tropical,Zona terrestre
1988235N15317,NA,NA,Chris,TS,1988,8,25,30,1008,Depresión tropical,Zona terrestre
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,33,0,Depresión tropical,Zona terrestre
1852249N17296,NA,NA,Unnamed,TS,1852,9,6,40,0,Tormenta tropical,Zona terrestre
1916234N16300,NA,NA,Unnamed,TS,1916,8,23,55,0,Tormenta tropical,Zona terrestre
